id_utilisateur,pseudo_user,description_user,content,image,date_time,timezone,contains_délai,contains_panne,contains_urgence,contains_scandale,contains_pas,contains_jamais,contains_rien,contains_problème,contains_erreur,contains_impossible,contains_tarifs,contains_aucune,satisfaction,sentiment,urgence,mot_clef,categorie
226,TudorTomo,Tommy,Juste pour info... Nouveaux tarifs @ENGIEpartFR abonnement +9.74%\nPrix KWh +20%\nPrix KWh we +62%\nTranquille...\n@TPMP @60millions @Economie_Gouv @GG_RMC\n#droitdanslemur #taistoietpaye\n#bientotdanslarue https://t.co/clbKhWXyZh,['https://t.co/clbKhWXyZh'],2024-02-13 12:50:41,+01:00,False,False,False,False,False,False,False,False,False,False,True,False,,,,,
227,ULRICH63651188,zerocool73🇨🇵🇺🇦🇪🇺,@ENGIEpartFR en attente de ma remise de 100e depuis novembre et aucune réaction d’engie après 5 appels !,[],2024-02-01 11:51:40,+01:00,False,False,False,False,False,False,False,False,False,False,False,True,,,,,
228,Unealgerienne3,HONEY🐝,@ENGIEgroup @ENGIEpartFR @GRDF vous croyez que c’est normal de couper le gaz quand on a 2 enfants en bas âge sans nous prévenir en plus??? Parce que votre sois disant message envoyer le 11/07 il est inexistant.\nFaut arrêter de se foutre de la gueule du monde à un moment https://t.co/3UXSEdP3xY,['https://t.co/3UXSEdP3xY'],2024-04-08 17:39:46,+02:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
229,VMortagne,Vénus 💫,"#ENGIE #ENEDIS @ENGIEpartFR @ENGIEgroup @enedis @enedis_clients @enedis_paris \n200€ POUR 30m2 avec des équipements neufs ?! DES FACTURES ÉNORMES, INCOHÉRENTES QUI AUGMENTENT de 20€ EN 24h ?!?!\n/!\ NOUS ATTENDONS DES EXPLICATIONS CLAIRES ET RAPIDES AVANT DE PASSER À LA JUSTICE! https://t.co/H0ugQ6PYHp",['https://t.co/H0ugQ6PYHp'],2024-07-19 16:03:54,+02:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
229,VMortagne,Vénus 💫,"@ENGIEpartFR @enedis_clients @enedis @ENGIEpartFR ARNAQUENT les particuliers, des factures INCOHERENTES ET UN PERSONNEL INCAPABLE DE FOURNIR DES EXPLICATIONS.\nCETTE CONSOMMATION EST IMPOSSIBLE POUR 30m2 et le chauffage ÉTEINT !!\nEXPLIQUEZ VOUS ‼️‼️ https://t.co/CXiUPHnbxf",['https://t.co/CXiUPHnbxf'],2025-02-21 15:17:49,+01:00,False,False,False,False,False,False,False,False,False,True,False,False,,,,,
230,ValentinBonnel,val,"@ENGIEpartFR bonjour, je souhaiterai voir pour basculer l’électricité chez vous, vous pouvez vous me donner une estimation mensuelle svp?",[],2024-12-09 08:48:44,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
231,Valywmb,Bonioma 📵,Depuis ma régule de 2k chez tufi @ENGIEpartFR je préfère tomber malade tout l’hiver qu’allumer,[],2024-11-04 14:47:44,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
231,Valywmb,Bonioma 📵,Faudra me dire comment je consomme 370€ d’électricité soit mon appartement c’est Versailles soit les chauffages fonctionne à pleine puissance @ENGIEpartFR  je vous quitte toute façon,[],2024-10-22 20:26:42,+02:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
231,Valywmb,Bonioma 📵,@ENGIEpartFR pour finir plus vite une facture on me dit non mais vous avez pas d’argent ?,[],2024-11-06 11:29:33,+01:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
232,VikingMaure,Épileptique-Gamer,"⚠️🚨Le 03 77 46 60 52 vient de m'appeler ""soit disant"" de mon fournisseur d'énergie, faites attention, @ENGIEpartSAV contacte ces clients DIRECTEMENT via le compte en ligne en cas de modification de tarifs 🚨⚠️ (j'ai raccroché et bloqué ce numéro en le signalant comme spam)",[],2025-01-31 20:10:27,+01:00,False,False,False,False,False,False,False,False,False,False,True,False,,,,,
232,VikingMaure,Épileptique-Gamer,"Bonjour @ENGIEpartSAV j'ignore si vous faites partie des organismes qui ne peuvent plus accéder a leurs DM, mais je viens de vous en envoyer un...",[],2024-04-17 09:26:46,+02:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
232,VikingMaure,Épileptique-Gamer,"C'est qui ce +33662563637 qui prétend être mon fournisseur d'énergie mais ignore où j'habite ? Et qui en plus me parle d'aide aux panneaux photovoltaïques alors que @ENGIEpartFR sait que j'habite en HLM ? Bref, N° bloqué mais #Bloctel pourrait m'éviter d'avoir a le faire 😡",[],2025-01-09 19:08:01,+01:00,False,True,False,False,False,False,False,False,False,False,False,False,,,,,
233,VilledieuDamien,Damien Villedieu,@LaTribune Tu en penses quoi @ENGIEpartFR ? J'ai hâte de voir ma mensualisation baisser après avoir presque doublée cette année 🙃,[],2025-02-18 07:56:52,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
234,Voldemor880230,Voldemor,@ENGIEpartFR Votre service en ligne pour payer les factures ne fonctionne pas !! Vous viendrez pas vous plaindre qu’on ce vous paye pas !,[],2025-02-23 22:08:44,+01:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
235,WD_And_Co,WD And Co,"@ENGIEpartFR Êtes vous sûr de vos données ?\nSi je reçois une facture plus élevée, il me faudra des explications. https://t.co/o0OkeQcm96",['https://t.co/o0OkeQcm96'],2024-03-01 06:28:04,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
236,WeekendParfait,Ganon Nathalie 💋🚜,"@ENGIEpartFR  bonjour,  mail de fraude, je ne suis même pas chez vous.\nSouhaitez-vous que je vous fasse suivre ce mail ? https://t.co/QtttYUTmup",['https://t.co/QtttYUTmup'],2024-07-16 09:40:29,+02:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
237,WhoCares188,ÇA GIIIIIIVE🫦,"Comme les afficher c’est ce qui marche, @ENGIEpartSAV @ENGIEpartFR, vous deviez me rembourser dans un délai de 15j max selon vos dires, ça va faire 2 mois que j’attends mes sous!!!",[],2025-01-18 11:51:34,+01:00,True,False,False,False,False,False,False,False,False,False,False,False,,,,,
238,Wifie_wills,William's,Ah ouais .. le service client @ENGIEpartFR c’est quelques choses de dingue ! 😅\n\nUn service à la hauteur de leur connerie pfff https://t.co/NLd6H6n3ZU,['https://t.co/NLd6H6n3ZU'],2024-01-24 23:42:50,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
239,Xhlynk,CM 🐺,"La regul d'électricité a 600€ pour un 40m2 en chauffant à même pas 18 degrés... ça va être super 2024, merci @ENGIEpartFR",[],2024-09-16 15:56:32,+02:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
240,Xliyne44,Caroline,@ENGIEpartFR 17h40 j'attends depuis 13h le gars qui dois venir faire l'entretien de la chaudière....,[],2024-06-06 13:29:41,+02:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
241,Y2Jejay,Jejay !,Pas merci à @ENGIEpartFR qui refuse de décaller mon prelévement de facture d'une seule de putain de journée !  Me mettre de mauvaise humeur ce jour là vous n'auriez pas du !,[],2024-05-16 13:23:44,+02:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
242,YNG969,🇵🇸,@ENGIEpartFR Bonjour possible de venir en DM? svp,[],2024-11-28 20:20:38,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
243,YaakzGaming,Création discord et graphiste,"@ENGIEpartFR 2 mois après les remboursements annuels toujours rien de votre part, toutes les 2 semaines on me dit vos remboursements seront dispo dans 2 semaines et on est le 8 août j’ai toujours rien. Franchement organisation à revoir. En attente toujours d’une réponse.",[],2024-02-20 11:32:44,+01:00,False,False,False,False,False,False,True,False,False,False,False,False,,,,,
244,YvesGodard111,Yves Godard,@ENGIEpartFR @bymaddyness @sebpialloux Engie et son tarif Elec Référence avec des prix qui ne correspondent en rien au prix que vous paierez...\nDes escrocs.,[],2024-10-11 18:23:08,+02:00,False,False,False,False,False,False,True,False,False,False,False,False,,,,,
245,ZTatane,Zizou-Christ,@ENGIEpartFR J'en chies avec @engie,[],2024-01-27 15:07:13,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
246,ZamDisney,Zam' Fox 🦊🌸,@ENGIEgroup @ENGIEpartFR vous pouvez me MP svp ?,[],2024-04-30 21:02:34,+02:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
246,ZamDisney,Zam' Fox 🦊🌸,"@ENGIEgroup @ENGIEpartFR c'est top de mettre une application pour suivre notre consommation, mais si on peut jamais y accéder car ça bug tout le temps... Aucun intérêt",[],2024-01-08 20:18:30,+01:00,False,False,False,False,False,True,False,False,False,False,False,False,,,,,
247,_Hysope,🖤🕸️🦷Tiger'hysope du Chaos🦷🕸️🖤,"Y'a @ENGIEpartFR qui continue de nous arnaquer la gueule en me faisant payer des heures pleines et heures creuses, contrat auquel on a jamais souscrit. J'ai l'impression d'être dans un sketch. On continue de me facturer tous les mois ce contrat tout en me disant qu'on va me",[],2024-10-30 06:31:07,+01:00,False,False,False,False,False,True,False,False,False,False,False,False,,,,,
248,_Kika___,Kika 🐨,@grdf @ENGIEpartFR since 2017 je vous répète que je n'ai pas de gaz. Je n'ai même aucun contrat gaz chez vous ni ailleurs. Vous allez comprendre a quelle heure ?? C'est du harcèlement mail et physique. je vais vous denoncer à @GDarmanin https://t.co/zVOkmLBjlv,['https://t.co/zVOkmLBjlv'],2024-11-21 21:46:10,+01:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
249,__Kaiden__,Kaiden  #CAILLOTOUT,PTDRRRRRRRRRR je change de fournisseur d'électricité et je dois payer 200 BALLES ????? Allez vous faire enculer @ENGIEpartFR !!!\n\nLundi matin ça va vous appelez et croyez moi que je vais pas payer vôtre merde ! 🖕 https://t.co/fEV7AINPIV,['https://t.co/fEV7AINPIV'],2024-02-25 13:30:35,+01:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
250,_huynhlucy,😼😸,@ENGIEpartFR ça va de passer mes mensualités de 80€ à 170€ ??? Vous êtes des grands malades j’ai 40m2 😂😂,[],2025-02-17 12:08:30,+01:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
251,aa_rnaud,Arnaud - SLZ,@ENGIEpartFR Je n'ai plus accès à Ma conso quotidienne d'électricité depuis le 04/12/2024... ça devient long.,[],2024-08-13 12:24:18,+02:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
252,aaadlng,Alexandre 🦞,"il est 11h38, il te reste 22 minutes dépêche-toi @ENGIEpartFR 👀 https://t.co/YKg6S6PmAu",['https://t.co/YKg6S6PmAu'],2024-08-05 16:39:19,+02:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
253,alex_lenoir,Alexandre Lenoir 🦋 🇫🇷🇪🇺🇺🇦,"Tentative d'hameçonnage usurpant @ENGIEpartFR @ENGIEnewsroom avec une promesse de remboursement. Mais le pétard est mouillé, le site cible est innaccessible. Ayez l'œil quand même : l'email d'accroche est très bien fait. https://t.co/he09CzuqMz",['https://t.co/he09CzuqMz'],2024-09-18 08:18:40,+02:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
254,alexonflux,Alexandre COUVREUX,"@AlertesInfos En même temps... Vous avez regardé votre prix du kilowatts ?! En 1 an, c'est l'explosion💥... +50% pour moi.\nMerci @ENGIEpartFR",[],2024-03-01 13:31:49,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
255,annesoldx,Anne-So,@ENGIEpartFR @ENGIEpartSAV faire une demande d’intervention urgente pour une chaudière qui a lâché depuis samedi matin et s’entendre dire que les plannings sont pleins par une personne très désagréable au téléphone c’est ça votre SAV ? Pour rappel une urgence = immédiat.,[],2024-11-14 09:44:18,+01:00,False,False,True,False,False,False,False,False,False,False,False,False,,,,,
256,argeuhTTH,Camembert,@ENGIEgroup bonjour.\nQuel est le prix TTC tout compris du kWh sur le contrat Électrique référence 1 an? Votre hotline n’a pas la réponse à cette question,[],2024-03-25 13:46:08,+01:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
257,arnaudPapin1312,Arnaud Papin,"@ENGIEpartFR \n\nBonjour , le 01/02/2024 ,nous avons eu la désagréable surprise de voir le prix du kwh d électricité de mon contrat passer de 0,20e ttc à 0,37euros soit presque 100% d augmentation et cela sans nous alerter ni par téléphone et par mail).",[],2024-04-03 19:57:36,+02:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
258,arthur_pcd_,Arthur,@ENGIEpartFR me demande 215€ de régularisation ++++ augmentation des mensualités pour l’année suivante de 20€/mois mais on est où là \nJe vivais à 17*C tout l’hiver à faire mon petit citoyen modèle là,[],2024-04-03 12:37:05,+02:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
259,avanakama,TOOBI,"@ENGIEpartFR je vous hais c'est pas possible d'être aussi con ma parole vous servez à rien on a beau vous appeler 10 fois vous régler jamais le problème ! 700€ de prélevé comme ça alors que la facture est une erreur d'après vos dires, allez vous faire foutre",[],2024-02-17 10:54:15,+01:00,False,False,False,False,True,True,True,True,True,False,False,False,,,,,
260,axel_nader,Axel Nader,@ENGIEpartSAV @60millions  Sur les bilans mensuels est indiqué une augmentation de consommation qui EST en réalité une augmentation du prix de l'électricité.\nPourquoi ?? https://t.co/Q3p30T55jp,['https://t.co/Q3p30T55jp'],2024-04-02 13:36:57,+02:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
260,axel_nader,Axel Nader,@ENGIEpartFR  Comment un contrat de particulier peut être résilié sans le consentement ni aucune faute de sa part? \n#Erreur #Énergie #LenteurCognitive,[],2024-04-09 12:17:25,+02:00,False,False,False,False,False,False,False,False,True,False,False,True,,,,,
260,axel_nader,Axel Nader,"@ENGIEpartSAV Ce que vous demandez par mois est supérieur à la consommation électrique mensuelle\ntous les ans c'est la même chose\net c'est pénible, pénible, pénible!\nLe surplus d'argent imposé arbitrairement ne vous appartient pas!!!\n#Électricité #Énergie #Consommation",[],2024-02-01 11:53:20,+01:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
260,axel_nader,Axel Nader,@ENGIEpartSAV  Je constate que vous confondez toujours consommation et hausse des prix. \n#Leurre #Combine? #HausseDesPrix #Électricité,[],2024-02-09 22:24:40,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
261,b_scotto,b.scotto #D,"@ENGIEpartFR pouvez-vous confirmer la hausse que vous allez appliquer ?\nAutour de moi, personne n'a été informé.",[],2024-05-06 09:58:36,+02:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
262,babouzoulou,bab hola,"Passer de 0,15 cts le kw/h a plus de 0,22cts le kw/h la bonne surprise de ENGIE soit disant une mise à jour a été faite sur la conso. le 2 mai j’avais une facture de 134 € pour avril et le 3 mai je me retrouve à devoir 194 € @ENGIEpartFR @CNEWS @BFMTV @TPMP 1/2",[],2024-08-21 20:52:24,+02:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
263,bbast____,Bastos en brr,N’ayant pas Twitter je passe par le compte d’un proche pour solliciter @ENGIEpartFR qui me prélève et réclame des sommes aléatoires et faramineuses sans me prévenir en amont et sans jamais pouvoir les justifier. Comment débloquer cette situation qui me pèse depuis des mois ?,[],2025-01-21 20:46:17,+01:00,False,False,False,False,True,True,False,False,False,False,False,False,,,,,
264,belle31650,belle,@ENGIEpartFR \nPas fiable votre machin https://t.co/pScOabcrhp,['https://t.co/pScOabcrhp'],2024-05-23 19:17:48,+02:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
265,belleisa94,belleisa94,"@ENGIEpartFR j’ai souscrit un contrat en 07/23 indiquant que le prix de la conso fourniture en kwh doit être fixe à 0,12634€ HT pendant 1 an ; or, depuis le 01/09, ce tarif ne cesse d’augmenter !! J’ai écrit à vos conseillers qui font semblant de ne pas comprendre et mentent !",[],2024-05-26 09:57:48,+02:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
265,belleisa94,belleisa94,"@ENGIEpartFR sur mon contrat, il est bien indiqué que de 07/23 à 07/24, le prix du kwh pour la fourniture ne doit pas évoluer, donc il devrait être à 0,12634 € ht, or, il ne cesse d'évoluer pour arriver aujourd’hui au prix de 0,1855€ht ! Je demande à être régularisée.",[],2024-05-26 18:11:23,+02:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
266,ben_blow,BenBlow,"@ENGIEpartFR c’est vraiment une société qui se fou de ses clients. \nLeur app est bidon. N’est jamais à jour, c’est jamais de leur faute toujours celle du client. \nPourtant avec tout le fric qu’ils prennent ils devraient avoir un truc fonctionnel mais non.\nFranchement à fuir.",[],2024-10-06 02:57:37,+02:00,False,False,False,False,False,True,False,False,False,False,False,False,,,,,
267,benemmabug,M-A,"@ENGIEpartFR depuis mars 2024, on me demande de régler une facture que j’ai payé en octobre 2023 (copie de mon compte pour preuve) je suis mise en demeure depuis la semaine dernière et personne pour me confirmer l’annulation de cette mise en demeure. Je fais quoi moi???",[],2024-03-13 16:48:35,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
268,bernadrian,Bernard Adrian #🟦,Dites donc @ENGIEpartFR c'est normal que mon tarif gaz passe de 9 à 13 centimes le kWh en plein contrat de 3 ans (signé en mars 2022) ?,[],2024-08-09 10:25:16,+02:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
269,beubon,Tsilavo,@ENGIEpartFR ça fait 4 fois que je vous appelle pour un pb de facture. À chaque fois on me dit ok et c'est tjrs pas fait. Faut connaître qui pour que le souci soit réglé ?????,[],2024-01-31 14:04:45,+01:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
270,bif_o,Olivier Biffaud,"Je vous déconseille fortement de demander à\n@ENGIEpartSAV @ENGIEpartFR de modifier les coordonnées bancaires d'une personne décédée pour que les prélèvements puissent continuer à se faire, la démarche est vouée à l'échec : les procédures de cette entreprise sont démentielles !",[],2024-02-02 18:45:18,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
271,blacklicorne2,Blacklicorne,@ENGIEpartSAV #monpilotageelec Bonsoir. L appli ne fonctionne pas ce soir: testé sur plusieurs téléphones. Dès qu il fait froid on dirait que les serveurs plantent.,[],2024-12-02 13:01:56,+01:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
272,blavier86,Portalet,@ENGIEpartFR Fuyez Engie société d' incompétents.  octobre ma chaudiere est tombé en panne 4 interventions en 4 mois ils ont réussi à réparer. Interventions : 11.10.23-12.01.24-17.01.24-26.0124. C'est sur la dernière qu' ils ont changé les pièces. 4 mois ou je me suis gelé le cul,[],2024-01-19 10:24:28,+01:00,False,True,False,False,False,False,False,False,False,False,False,False,,,,,
272,blavier86,Portalet,"@ENGIEpartFR FUYEZ ENGIE. En octobre 2023 mon chauffage est tombé en panne, le problème a été résolu en janvier 2024. Le chauffage est tombé en panne le 14 février 2025 je pense qu' Engie résoudra mon problème en Juin 2025. Actuellement j' ai 16° dans mon appartement. MERCI ENGIE",[],2023-12-29 11:08:10,+01:00,False,True,False,False,False,False,False,True,False,False,False,False,,,,,
272,blavier86,Portalet,"@ENGIEpartFR A fuir bande d’incompétents. J'étais mensualisé et Engie a arrêté sans raison la mensualisation à la fin j' ai eu une grosse facture à payer. pour compenser Engie m' a promis un geste commercial baisse de 25,00€ que je n' ai jamais reçu",[],2025-02-19 09:47:09,+01:00,False,False,False,False,False,True,False,False,False,False,False,False,,,,,
272,blavier86,Portalet,@ENGIEpartFR Fuyez Engie nul à chier\nJ'ai une très petite retraite j'avais demandé la mensualisation tout allez bien quand Engie a subitement arrêté la mensualisation. Au bout d'un an j' ai eu une énorme facture à payer d' un coup.\nSociété d' incompétents,[],2024-08-23 05:05:19,+02:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
272,blavier86,Portalet,@ENGIEpartFR \nFuyez société d'incompétents.  Suite à une erreur de facturation  Engie m' avait promis de faire un geste commercial et il ne l' a jamais tenu Un conseil\nallez chez Vattenfal qui 5% moins cher et le service client est plus compétent Vérifiez avec Hello Watt,[],2024-07-30 09:36:26,+02:00,False,False,False,False,False,True,False,False,True,False,False,False,,,,,
273,bot_russe,🇫🇷Le chat heureux 🇮🇱🇫🇷 🤔🤪🤪,"Dites @ENGIEgroup  c’est normal de faire pression sur les personnes âgées pour les forcer à signer un contrat chez vous ? Votre démarcheur à domicile , MR Maffaf Zoher numéro ACQ 00059677 se permet de hausser le ton pour forcer une personne vulnérable à signer, c’est une pratique normal ? une plainte va être déposé !!",[],2025-03-03 09:35:41,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
274,braindegeek,Braindegeek,@JulienDoclot @ENGIEpartFR C'est pire ?!,[],2024-04-11 18:05:44,+02:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
275,bunjingi1,MARECHIANTE 🇺🇦🎗🇫🇷🥄🥥,Je viens de recevoir un courrier d'@ENGIEpartFR : plus de 20% d'augmentation pour le seul abonnement. \nÇa ne va pas bien se passer...\n@BrunoLeMaire,[],2024-03-01 12:43:45,+01:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
276,capThom3,BTW Thom #jesuivacinne et je fais ce que je veux,"@ENGIEpartFR poste 2, donc j'ai du refaire une demande par internet. Vous ne maitrisez absolument pas le numérique c'est affolant.",[],2024-01-17 12:20:30,+01:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
277,casanegra1113,ℙ𝕣𝕚𝕟𝕔𝕖𝕤𝕤 𝔻𝕒𝕚𝕤𝕪 🇫🇷🇲🇦🇩🇿,Belle surprise en rentrant de vacances… 800€ d’électricité alors que ma consommation n’a pas changé depuis deux mois. \nJe ne veux pas être grossière mais là @ENGIEpartFR se fout de nous. \nIls ont clôturé 2023 avec un bénéfice de 4 milliards d’€ ! \n#RefuseDePayerTaFacture,[],2024-01-25 10:19:23,+01:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
277,casanegra1113,ℙ𝕣𝕚𝕟𝕔𝕖𝕤𝕤 𝔻𝕒𝕚𝕤𝕪 🇫🇷🇲🇦🇩🇿,"Fidèle cliente depuis des années chez   @ENGIEpartFR , mes factures ne font qu’augmenter alors que ma conso n’a pas changé ! \n\nEnvie de résilier mon contrat dans les prochains jours. \nIl me faut  choisir un autre fournisseur mais je ne sais pas lequel. \nVous êtes chez qui vous ?",[],2024-05-03 18:01:03,+02:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
278,cathmacgregor,Catherine MacGregor,"En passant de 1% à 31% d’#EnergiesRenouvelables dans le mix énergétique d’@ENGIEChile en 5 ans &amp; en annonçant notre sortie du charbon, @ENGIEgroup décarbone son activité &amp; accélére la #TransitionEnergétique.\n🎯Objectif 2026 : 60% d’#EnR dans notre mix 🇨🇱.\nhttps://t.co/pX4vMQVP5j",['https://t.co/pX4vMQVP5j'],2024-02-29 20:40:36,+01:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
279,catwomanblk,Diamant,"@ENGIEpartFR , cela fait 6 mois que j'ai déménagé de chez mon ex et que j'ai demandé à Engie de supprimer mon e-mail associée à son adresse. Aujourd’hui , ils ont supprimé l’adresse, mais ils n'arrivent pas à activer mon espace personnel.",[],2024-12-30 20:33:01,+01:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
279,catwomanblk,Diamant,"La conseillère me demande de créer une nouvelle adresse e-mail, ce que je trouve ridicule. De plus, lorsque je demande mes heures creuses, on me dit qu'il n'y a qu'un créneau de 23h à 7h\nLa on me demande de patienter . Ça fait 1h que je patiente @ENGIEpartFR @FondationEngie https://t.co/iRzSyskmNH",['https://t.co/iRzSyskmNH'],2024-12-06 20:57:18,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
280,cavasesavoir2,Et ça…,"@ENGIEgems @ENGIEgroup Merci @ENGIEgroup de nous laisser dormir dans un appartement froid dans la ville de Rennes, sans eau chaude ni chauffage pendant 24h en plein milieu du mois de Décembre! Nous tombons malades grâce à vous! On est en 2024 j’ai pas le souvenir d’avoir eu autant de coupures!",[],2024-04-15 11:58:00,+02:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
281,cehtolonen,Charlotte Tolonen,"In a stalemate since 12 dec with @ENGIEpartFR and @GRDF - ""smart"" gas meter is miscalibrated &amp; they require ME to fix it? 12+ hours in customer service calls and we are still not fixed. Keep saying they will ""fait le necessaire"" but then cancel each other's service calls - HELP!",[],2024-12-02 07:38:29,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
281,cehtolonen,Charlotte Tolonen,"@geoffjentry @ENGIEpartSAV Still no power, my 6 year old has now fallen sick, and today @ENGIEpartSAV tells me no, @GRDF says no problem with my ""smart"" meter so they won't do anything for me until I pay 3000 euro more. They will not confirm the meter - seems their system will not let them see my photos.",[],2025-02-23 06:57:12,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
282,cel1a69,🇵🇸,@ENGIEpartFR le pire service qui puisse exister sur cette terre,[],2024-10-30 06:30:59,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
283,cerfalex,🦌 Alex.,"Bonjour @ENGIEpartFR @ENGIEgroup. Pouvez-vous m'expliquer pourquoi, dans mon suivi, le montant des conso des mois précédents vient d'augmenter en catimini ? \nPour le gaz, + 20€ en Janvier par exemple...\nC'est normal ?",[],2024-01-16 09:18:21,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
283,cerfalex,🦌 Alex.,"@ENGIEpartFR @ENGIEgroup Idem en Novembre, où ma conso d'électricité prend +25€ entre ce que vous m'annonciez à l'époque dans ma conso mensuelle et ce qui apparait aujourd'hui. \nOn en parle ? @ENGIEpartSAV",[],2024-11-26 18:58:15,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
284,cestpaskevin,toutlemondedétestekevin,Bonjour @ENGIEpartFR est ce normal que l’une de vos conseillères m’harcèle pour me rappeler concernant la note de satisfaction que je lui ai mise? On n’a pas le droit de trouver que le service est nul quand le service a été nul? Ça fait une semaine qu’elle fait que de me relancer,[],2024-04-02 19:07:38,+02:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
285,chcuny,Christophe CUNY,"Je pense qu’il faut vraiment remercier le gouvernement et monsieur @BrunoLeMaire pour son doublé sur les nouveaux tarifs d’électricité.\n\nIl a quand même réussi l’exploit de faire plus augmenter les tarifs qui sont les plus intéressants pour @enedis  (les tarifs Tempo et HP/HC).\n\nExploit d’autant plus remarquable que le gaz est maintenant moins taxé que l’électricité alors que c’est une énergie fossile émettrice de CO2…\n\nUn champion comme ça, il faut absolument le garder @GabrielAttal !",[],2024-03-04 17:33:29,+01:00,False,False,False,False,False,False,False,False,False,False,True,False,,,,,
286,chickenboubou94,Chickenboubou94Ⓜ️,@mbompard Maintenant je paye plus cher quand je ne suis pas à mon domicile que quand je vie dedans c’est pas le monde à l’envers. Après on parle d’économie d’énergie ? @ENGIEpartFR @ENGIEpartFR @UFCquechoisir @SignalConso @SandozProd https://t.co/F2qv2JYyXe,['https://t.co/F2qv2JYyXe'],2024-09-18 13:53:07,+02:00,False,False,False,False,True,False,False,False,False,False,False,False,,,,,
287,chiquitamala,marga,"@ENGIEpartSAV @ENGIEpartFR sommes arrivés à 624.32,  je vous souhaite une bonne journée et compte sur moi pour commencer une guerre médiatique. Merci encore pour votre attention.",[],2024-02-28 16:01:56,+01:00,False,False,False,False,False,False,False,False,False,False,False,False,,,,,
